seed,initialization_strategy,architecture,target,operator_family,training_rmse,heldout_rmse,hardened_expression,tree_signature,structural_match,selected_routing,failure_type
147,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
148,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
149,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
150,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
151,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
152,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
153,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
154,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
155,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
156,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
157,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
158,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
159,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
160,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
161,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
162,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
163,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
164,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
165,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
166,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
167,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
168,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
169,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
170,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
171,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
172,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
173,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
174,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
175,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
176,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
177,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
178,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
179,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
180,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
181,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
182,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
183,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
184,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
185,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
186,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
187,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
188,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
189,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
190,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
191,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
192,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
193,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
194,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
195,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
196,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
197,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
198,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
199,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
200,default,eq6,"eml(1,eml(eml(x,y),1)) RL",EML,1.641486e+00,3.923069e+01,"EML Master Formula (depth=3, params=42) |   Internal routing: 1, f, f, f, 1, f |   Leaf routing:     1, x, x, 1, x, 1, 1, y","internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",no,"internal=[1, f, f, f, 1, f] leaves=[1, x, x, 1, x, 1, 1, y]",training_failure
137,default,eq6,"eml(1,eml(1,eml(x,y))) RR",EML,5.066162e+00,4.798530e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: x, f, x, f, x, 1 |   Leaf routing:     1, y, x, 1, x, x, x, y","internal=[x, f, x, f, x, 1] leaves=[1, y, x, 1, x, x, x, y]",no,"internal=[x, f, x, f, x, 1] leaves=[1, y, x, 1, x, x, x, y]",hardening_failure
138,default,eq6,"eml(1,eml(1,eml(x,y))) RR",EML,5.066162e+00,4.798530e+00,"EML Master Formula (depth=3, params=42) |   Internal routing: x, f, x, f, x, 1 |   Leaf routing:     1, y, x, x, x, x, x, y","internal=[x, f, x, f, x, 1] leaves=[1, y, x, x, x, x, x, y]",no,"internal=[x, f, x, f, x, 1] leaves=[1, y, x, x, x, x, x, y]",hardening_failure
